Vị trí quan trắc,KHM,Quý,Nhiệt độ,pH,DO,Độ muối,Độ đục,Độ trong,TSS,Amoni,Phosphat,Tổng xianua,Florua,"Tổng dầu, mỡ khoáng",Coliform,As,Hg,Pb,Cd,Fe,Mn,Cu,Zn,Cr,Cr(VI),Tổng phenol,Aldrin,BHC,Dieldrin,DDTs,Heptachlor & Heptachloreproxide
Khu vực cảng Mũi Chùa (cửa sông Tiên Yên),NB76,Quý 3 2023,26.1,7.83,5.77,27.0,5.11,1.0,4.8,0.039,0.01,0.0005,0.779,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0514,0.0004,0.00045,0.0092,0.00045,0.0025,0.002,x,x,x,x,x
Khu vực cảng Mũi Chùa (cửa sông Tiên Yên),NB76,Quý 4 2023,23.2,7.86,5.83,27.1,5.11,1.1,4.3,0.042,0.01,0.0005,0.785,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0368,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Khu vực cảng Mũi Chùa (cửa sông Tiên Yên),NB76,Quý 1 2024,23.1,7.89,5.91,27.5,4.62,1.1,3.6,0.057,0.01,0.0015,0.73,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0574,0.0021,0.0013,0.012,0.0009,0.0035,0.0002,x,x,x,x,x
Khu vực cảng Mũi Chùa (cửa sông Tiên Yên),NB76,Quý 2 2024,25.9,7.76,5.79,27.0,5.11,0.8,4.5,0.072,0.01,0.0015,0.764,0.15,1.0,0.0011,0.0001,0.0001,0.0001,0.0632,0.0027,0.0016,0.0097,0.0007,0.0035,0.0002,x,x,x,x,x
Khu vực cảng Mũi Chùa (cửa sông Tiên Yên),NB76,Quý 3 2024,26.0,7.8,5.68,26.8,6.88,1.0,4.3,0.036,0.035,0.0015,0.807,0.15,1.0,0.0018,0.0001,0.0272,0.0002,0.4357,0.0061,0.0123,0.0916,0.0097,0.0035,0.0002,x,x,x,x,x
Khu vực cảng Mũi Chùa (cửa sông Tiên Yên),NB76,Quý 4 2024,23.5,7.82,5.79,27.0,6.38,0.7,4.2,0.032,0.01,0.0015,0.787,0.15,1.0,0.0015,0.0001,0.0006,0.0001,0.2038,0.0083,0.00015,0.0077,0.0003,0.0035,0.0002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 1 2021,22.1,8.03,6.76,29.0,4.56,1.5,3.6,0.015,0.01,0.0005,0.694,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0174,0.0004,0.00045,0.0097,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 2 2021,29.1,7.92,7.08,29.2,3.86,1.7,5.1,0.015,0.01,0.0005,0.699,0.15,1.5,0.0016,0.00025,0.0016,0.0001,0.0205,0.0004,0.00045,0.0029,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 3 2021,28.8,7.9,6.85,29.0,4.03,1.5,3.6,0.015,0.01,0.0005,0.638,0.15,1.5,0.0014,0.00025,0.0009,0.0001,0.0335,0.0004,0.00045,0.0042,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 4 2021,24.8,7.77,5.95,27.4,9.94,1.2,9.2,0.048,0.01,0.0005,0.701,0.15,1.5,0.0016,0.00025,0.0014,0.0001,0.0472,0.0004,0.00045,0.0072,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 1 2022,24.5,7.96,6.17,29.4,5.54,1.9,5.1,0.037,0.01,0.0005,0.796,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0139,0.0004,0.00045,0.0108,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 2 2022,24.3,7.94,6.08,29.4,5.75,1.8,5.5,0.058,0.01,0.0005,0.615,0.15,1.5,0.0019,0.00025,0.0014,0.0001,0.0371,0.0004,0.00045,0.0045,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 3 2022,32.0,7.98,6.0,29.3,5.75,1.6,5.3,0.015,0.01,0.0005,0.615,0.15,1.5,0.0016,0.00025,0.0009,0.0001,0.0329,0.0004,0.00045,0.0097,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 4 2022,24.8,8.01,6.06,29.1,5.97,1.4,5.1,0.057,0.01,0.0005,0.703,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0282,0.0004,0.00045,0.0065,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 1 2023,24.4,7.98,6.19,29.3,5.63,1.4,4.7,0.071,0.01,0.0005,0.686,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0394,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 2 2023,28.8,7.97,6.05,29.2,5.89,1.6,5.1,0.067,0.01,0.0005,0.79,0.15,1.5,0.0016,0.00025,0.0009,0.0001,0.0427,0.0004,0.00045,0.0092,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 3 2023,28.4,7.94,6.15,29.0,5.98,1.5,5.1,0.034,0.01,0.0005,0.805,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0627,0.0004,0.00045,0.0067,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 4 2023,24.2,7.97,6.25,29.1,5.98,1.7,4.8,0.056,0.01,0.0005,0.816,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0583,0.0004,0.00045,0.0109,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 1 2024,23.5,7.99,6.14,29.4,5.71,1.2,4.2,0.067,0.01,0.0015,0.794,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0677,0.0026,0.0009,0.0132,0.0006,0.0035,0.0002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 2 2024,27.4,8,6.11,29.1,5.96,1.5,4.8,0.059,0.01,0.0015,0.816,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0836,0.002,0.0012,0.0121,0.0009,0.0035,0.0002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 3 2024,27.8,7.97,6.19,28.8,5.81,1.4,3.5,0.039,0.069,0.0015,0.839,0.15,1.0,0.0019,0.0002,0.0311,0.0011,0.397,0.00015,0.0141,0.0741,0.0082,0.0035,0.0002,x,x,x,x,x
"Khu vực Hòn Thạch, Đầm Hà",NB77,Quý 4 2024,24.6,7.99,6.2,29.0,5.82,1.2,3.8,0.036,0.01,0.0015,0.858,0.15,1.0,0.0011,0.0001,0.0003,0.0001,0.1567,0.0062,0.00015,0.0117,0.0002,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 1 2021,22.3,7.65,6.43,20.4,15.2,0.7,13.4,0.015,0.01,0.0005,0.694,0.15,1.5,0.0009,0.0011,0.00045,0.0001,0.0519,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 2 2021,28.6,7.88,7.21,20.9,8.57,1.0,7.8,0.015,0.01,0.0005,0.783,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0853,0.007,0.0017,0.0036,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 3 2021,28.6,7.88,6.88,20.8,9.56,0.9,8.5,0.015,0.01,0.0005,0.678,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0285,0.0039,0.00045,0.0064,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 4 2021,24.7,7.99,6.33,29.3,5.22,1.8,4.7,0.034,0.01,0.0005,0.688,0.15,1.5,0.0018,0.00025,0.0009,0.0001,0.0295,0.0004,0.00045,0.0058,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 1 2022,24.0,7.74,5.91,21.1,8.89,1.1,8.4,0.015,0.01,0.0005,0.699,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0248,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 2 2022,24.3,7.7,5.87,21.0,9.08,1.0,8.1,0.015,0.01,0.0005,0.706,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0396,0.0032,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 3 2022,29.5,7.77,5.84,20.8,9.17,0.9,8.4,0.015,0.01,0.0005,0.759,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0336,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 4 2022,24.8,7.73,5.81,20.7,9.17,0.5,8.5,0.046,0.01,0.0005,0.759,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0177,0.0004,0.00045,0.0062,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 1 2023,24.3,7.79,5.87,21.0,8.76,1.1,8.1,0.051,0.01,0.0005,0.828,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0148,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 2 2023,27.4,7.72,5.81,20.8,9.38,0.8,8.2,0.015,0.01,0.0005,0.81,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0458,0.0055,0.00045,0.0101,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 3 2023,27.9,7.85,5.89,20.6,9.33,0.9,8.7,0.015,0.01,0.0005,0.773,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0354,0.0004,0.00045,0.0118,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 4 2023,22.1,7.91,5.97,20.9,9.01,0.7,8.2,0.015,0.01,0.0005,0.766,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0572,0.0034,0.00045,0.0119,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 1 2024,23.8,7.85,5.96,21.1,8.88,1.0,7.4,0.035,0.01,0.0015,0.755,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0897,0.0043,0.0006,0.0117,0.0009,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 2 2024,27.2,7.75,5.92,20.7,9.48,0.7,7.5,0.046,0.01,0.0015,0.777,0.15,1.0,0.0012,0.0001,0.0001,0.0001,0.0803,0.0036,0.0006,0.0117,0.0009,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 3 2024,27.6,7.81,5.81,20.4,9.52,0.6,8.2,0.01,0.031,0.0015,0.794,0.15,1.0,0.0013,5e-05,0.0001,0.0001,0.0528,0.0199,0.00015,0.0557,0.0001,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Đầm Hà, huyện Đầm Hà (cửa sông Đầm Hà)",NB78,Quý 4 2024,21.5,7.89,5.92,20.7,8.25,0.6,5.6,0.01,0.01,0.0015,0.755,0.15,1.0,0.0009,0.0006,0.0001,0.0001,0.0942,0.0014,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 1 2021,21.6,7.95,6.27,26.4,22.6,0.8,21.8,0.015,0.01,0.0005,0.675,0.15,70.0,0.0009,0.00025,0.00045,0.0001,0.1053,0.0117,0.00045,0.0088,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 2 2021,29.1,7.61,7.09,26.3,9.15,0.7,8.2,0.015,0.01,0.0005,0.751,0.15,70.0,0.0018,0.00025,0.00045,0.0001,0.0474,0.0079,0.0009,0.0068,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 3 2021,29.0,7.66,6.91,29.2,9.05,0.6,8.4,0.054,0.01,0.0005,0.796,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0287,0.0096,0.00045,0.0137,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 4 2021,23.8,7.86,6.01,21.0,8.57,1.0,8.1,0.015,0.01,0.0005,0.767,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0435,0.0102,0.00045,0.0068,0.00045,0.0025,0.002,0.005,0.005,0.005,0.005,0.005
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 1 2022,23.5,7.86,5.95,26.3,9.86,0.5,8.5,0.015,0.01,0.0005,0.731,0.15,90.0,0.0011,0.00025,0.00045,0.0001,0.0436,0.0084,0.00045,0.0069,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 2 2022,23.7,7.84,5.9,26.1,9.97,0.5,8.8,0.015,0.01,0.0005,0.634,0.15,70.0,0.002,0.00025,0.00045,0.0001,0.0533,0.0046,0.00045,0.0092,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 3 2022,28.4,7.88,5.93,26.0,10.22,0.6,9.7,0.062,0.01,0.0005,0.687,0.15,150.0,0.0018,0.00025,0.00045,0.0001,0.0492,0.0004,0.00045,0.0112,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 4 2022,25.1,7.84,5.91,25.9,10.22,0.5,9.2,0.015,0.01,0.0005,0.715,0.15,150.0,0.0018,0.00025,0.00045,0.0001,0.0352,0.0037,0.00045,0.0105,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 1 2023,23.4,7.94,5.98,26.2,9.8,0.5,9.5,0.038,0.01,0.0005,0.776,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0212,0.0049,0.00045,0.0124,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 2 2023,29.7,7.81,5.86,26.0,10.24,0.5,9.7,0.015,0.01,0.0005,0.836,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0492,0.0031,0.00045,0.0115,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 3 2023,27.8,7.81,5.82,25.8,10.46,0.6,9.3,0.053,0.01,0.0005,0.792,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0421,0.0004,0.00045,0.0131,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 4 2023,22.4,7.83,5.84,25.9,10.27,0.6,8.6,0.062,0.01,0.0005,0.778,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0614,0.0039,0.00045,0.0132,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 1 2024,22.4,7.97,5.91,26.3,9.93,0.6,8.4,0.043,0.01,0.0015,0.775,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0887,0.0049,0.0004,0.0131,0.001,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 2 2024,27.5,7.83,5.79,26.2,10.42,0.5,9.2,0.052,0.01,0.0015,0.79,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0794,0.004,0.0004,0.0131,0.001,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 3 2024,27.4,7.85,5.88,25.6,10.75,0.6,8.5,0.01,0.01,0.0015,0.807,0.15,1.0,0.0011,0.0003,0.0001,0.0001,0.0305,0.0183,0.00015,0.002,0.0001,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
"Khu vực cửa sông Đường Hoa, huyện Hải Hà",NB79,Quý 4 2024,21.9,7.8,5.76,26.0,10.08,0.6,6.2,0.01,0.01,0.0015,0.716,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.176,0.0047,0.00015,0.001,0.0002,0.0035,0.0002,0.005,x,0.005,0.005,0.005
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 1 2021,21.6,8.09,6.86,28.6,12.54,1.0,12.3,0.015,0.01,0.0005,0.707,0.15,1.5,0.0013,0.0019,0.00045,0.0001,0.0204,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 2 2021,28.9,8.06,7.12,28.8,4.21,1.0,3.7,0.046,0.01,0.0005,0.744,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0464,0.0033,0.00045,0.0067,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 3 2021,28.6,8.09,6.97,28.6,4.35,0.9,3.6,0.015,0.01,0.0005,0.763,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0269,0.0042,0.00045,0.0129,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 4 2021,23.2,7.63,6.09,26.4,9.36,0.6,8.8,0.015,0.01,0.0005,0.741,0.15,90.0,0.0015,0.00025,0.00045,0.0001,0.0632,0.0079,0.00045,0.0052,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 1 2022,23.9,7.99,6.03,28.8,4.57,1.0,4.2,0.015,0.01,0.0005,0.68,0.15,1.5,0.0015,0.0011,0.00045,0.0001,0.0167,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 2 2022,24.1,7.96,5.98,28.6,4.72,0.9,4.2,0.015,0.01,0.0005,0.621,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0378,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 3 2022,29.6,7.99,5.95,28.5,4.89,0.8,4.5,0.015,0.01,0.0005,0.727,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0327,0.0004,0.00045,0.0054,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 4 2022,24.5,7.97,5.92,28.3,4.89,0.9,4.2,0.037,0.01,0.0005,0.734,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0239,0.0004,0.00045,0.0131,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 1 2023,23.8,8.02,6.06,28.7,4.46,1.0,4.2,0.047,0.01,0.0005,0.848,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0258,0.0004,0.00045,0.0158,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 2 2023,27.9,7.92,5.93,28.4,4.89,0.8,4.2,0.015,0.01,0.0005,0.797,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0311,0.0004,0.00045,0.0088,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 3 2023,28.0,8.02,5.87,28.3,4.98,0.8,3.8,0.015,0.01,0.0005,0.825,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0358,0.0004,0.00045,0.007,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 4 2023,23.7,8.04,5.91,28.4,4.86,0.8,3.6,0.015,0.01,0.0005,0.823,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0388,0.0004,0.00045,0.0101,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 1 2024,22.9,8.01,6.02,28.8,4.54,1.1,3.6,0.032,0.01,0.0015,0.762,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0571,0.0013,0.0006,0.0138,0.0009,0.0035,0.0002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 2 2024,26.8,7.95,5.84,28.3,4.76,0.7,3.9,0.041,0.01,0.0015,0.836,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0512,0.0011,0.0006,0.0138,0.0009,0.0035,0.0002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 3 2024,27.8,8.04,5.8,28.4,5.22,1.0,3.6,0.01,0.01,0.0015,0.839,0.15,1.0,0.0012,0.0002,0.0001,0.0001,0.1114,0.0116,0.0023,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Khu vực Bắc Hòn Mỹ, Hải Hà",NB80,Quý 4 2024,22.1,8.01,6.03,28.5,4.72,0.9,<3,0.032,0.01,0.0015,0.781,0.15,1.0,0.0011,0.0002,0.0001,0.0001,0.1171,0.0042,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 1 2021,21.9,7.91,6.52,28.8,13.21,0.9,12.6,0.015,0.01,0.0005,0.662,0.15,1.5,0.0007,0.0005,0.00045,0.0001,0.0348,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 2 2021,29.2,7.96,7.09,29.0,7.39,0.8,6.2,0.015,0.01,0.0005,0.692,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0607,0.0035,0.0015,0.0055,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 3 2021,29.0,8.02,6.8,28.9,7.3,0.7,6.2,0.015,0.01,0.0005,0.651,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0352,0.007,0.00045,0.0082,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 4 2021,23.5,8.04,6.23,28.9,4.35,0.9,3.9,0.041,0.01,0.0005,0.695,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0259,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 1 2022,24.4,8.02,6.09,29.2,5.78,0.8,5.5,0.015,0.01,0.0005,0.66,0.15,1.5,0.0009,0.00025,0.00045,0.0001,0.0279,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 2 2022,24.5,8,6.0,29.0,5.88,0.7,5.1,0.015,0.01,0.0005,0.667,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0224,0.0004,0.00045,0.0105,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 3 2022,30.2,8.02,5.97,28.9,5.96,0.6,5.2,0.015,0.01,0.0005,0.707,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0188,0.0004,0.00045,0.0126,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 4 2022,24.7,7.98,5.96,28.8,5.96,0.5,5.1,0.015,0.01,0.0005,0.652,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0184,0.0004,0.00045,0.0088,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 1 2023,24.1,8.04,6.01,29.1,5.7,0.8,5.2,0.015,0.01,0.0005,0.822,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0173,0.0004,0.00045,0.0106,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 2 2023,28.4,7.97,5.92,28.9,5.96,0.6,5.1,0.015,0.01,0.0005,0.764,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0243,0.0004,0.00045,0.0092,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 3 2023,28.8,8.06,5.92,28.8,6.12,0.6,5.5,0.034,0.01,0.0005,0.812,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0188,0.0004,0.00045,0.0108,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 4 2023,23.4,8.04,5.97,28.9,6.03,0.7,5.4,0.043,0.01,0.0005,0.81,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0303,0.0004,0.00045,0.0114,0.00045,0.0025,0.002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 1 2024,23.6,8.02,6.0,29.0,5.82,0.9,4.2,0.057,0.01,0.0015,0.794,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0676,0.002,0.001,0.0143,0.0012,0.0035,0.0002,x,x,x,x,x
